EGYPTIAN	O
JOURNAL	O
OF	O
AQUATIC	O
RESEARCH	O
VOL	O
.	O
33	O
NO	O
.	O
2,2007	O
:	O
'	O
185	O
-	O
201	O

ISSN	O
:	O
1687	O
-	O
4285	O

SOME	O
POLYCHAETE	O
SPECIES	O
FROM	O
THE	O
SOFT	B-DISTRIBUTION_DESCRIPTOR
BOTTOM	I-DISTRIBUTION_DESCRIPTOR
OF	O
THE	O
EASTERN	B-DISTRIBUTION_DESCRIPTOR
HARBOUR	I-DISTRIBUTION_DESCRIPTOR
OF	I-DISTRIBUTION_DESCRIPTOR
ALEXANDRIA	I-DISTRIBUTION_DESCRIPTOR
,	O
EGYPT	O
,	O
WITH	O
SPECIAL	O
REFERENCE	O
TO	O
ORBINIIDS	O
AND	O
PARAONIDS	O
HABITATS	O

Faiza	O
A.	O
Abd	O
-	O
Elnaby	O

National	O
Institute	O
of	O
Oceanography	O
and	O
Fisheries	O
,	O
Alexandria	O
,	O
Egypt	O
.	O

Key	O
words	O
:	O
Polychaeta	O
,	O
Orbiniidae	O
,	O
Paraonidae	O
,	O
Hesionidae	O
,	O
Saccocirridae	O
.	O

ABSTRACT	O

In	O
the	O
present	O
study	O
six	O
polychaete	O
species	O
were	O
reported	O
,	O
five	O
of	O
them	O
are	O
considered	O
as	O
new	O
records	O
to	O
the	O
Mediterranean	B-DISTRIBUTION_DESCRIPTOR
marine	I-DISTRIBUTION_DESCRIPTOR
waters	I-DISTRIBUTION_DESCRIPTOR
of	O
the	O
Egyptian	B-DISTRIBUTION_DESCRIPTOR
Coasts	I-DISTRIBUTION_DESCRIPTOR
.	O
They	O
were	O
collected	O
from	O
the	O
soft	B-DISTRIBUTION_DESCRIPTOR
bottom	I-DISTRIBUTION_DESCRIPTOR
in	O
the	O
Eastern	B-DISTRIBUTION_DESCRIPTOR
Harbour	I-DISTRIBUTION_DESCRIPTOR
of	I-DISTRIBUTION_DESCRIPTOR
Alexandria	I-DISTRIBUTION_DESCRIPTOR
.	O
They	O
had	O
not	O
been	O
previously	O
recorded	O
in	O
the	O
Egyptian	B-DISTRIBUTION_DESCRIPTOR
Mediterranean	I-DISTRIBUTION_DESCRIPTOR
Coastal	I-DISTRIBUTION_DESCRIPTOR
waters	I-DISTRIBUTION_DESCRIPTOR
.	O
These	O
species	O
are	O
:	O
Scoloplos	O
(	O
Leodamas	O
)	O
rubra	O
,	O
Scoloplos	O
(	O
Leodamas	O
)	O
dendrobranchus	O
,	O
Paradoneis	O
lyra	O
,	O
Ophiodromus	O
pallidus	O
and	O
Saccocirrus	O
papillocercus	O
.	O
While	O
Scolaricia	O
typica	O
was	O
previously	O
reported	O
by	O
Fauvel	O
(	O
1937	O
)	O
in	O
Alexandria	O
.	O
The	O
recorded	O
,	O
species	O
are	O
belonging	O
to	O
four	O
families	O
:	O
Orbiniidae	O
,	O
Paraonidae	O
,	O
Hesionidae	O
and	O
Saccocirridae	O
.	O
The	O
families	O
Paraonidae	O
and	O
Saccocirridae	O
and	O
the	O
genera	O
:	O
Scoloplos	O
,	O
Saccocirrus	O
and	O
Paradoneis	O
are	O
recoded	O
for	O
the	O
first	O
time	O
in	O
the	O
Eygptian	B-DISTRIBUTION_DESCRIPTOR
Mediterranean	I-DISTRIBUTION_DESCRIPTOR
waters	I-DISTRIBUTION_DESCRIPTOR
.	O
The	O
relation	O
between	O
the	O
surrounding	O
habitat	B-DISTRIBUTION_DESCRIPTOR
,	O
pointed	O
prostomium	O
and	O
sac	O
-	O
like	O
or	O
dentritic	O
branching	O
eversible	O
pharynx	O
and	O
burrowing	O
activity	O
of	O
the	O
recorded	O
Orbiniidae	O
and	O
Paraonidae	O
species	O
,	O
was	O
discussed	O
.	O

1	O
.	O
INTRODUCTION	O

Polychaete	O
worms	O
represent	O
an	O
important	O
group	O
in	O
soft	B-DISTRIBUTION_DESCRIPTOR
bottom	I-DISTRIBUTION_DESCRIPTOR
communities	O
and	O
their	O
spatial	O
structure	O
is	O
always	O
closely	O
related	O
to	O
grain	O
size	O
and	O
other	O
factors	O
such	O
as	O
organic	O
content	O
(	O
Brasil	O
and	O
Da	O
Silva	O
,	O
2000	O
)	O
.	O

The	O
organisms	O
show	O
a	O
large	O
variety	O
of	O
feeding	O
types	O
and	O
strategies	O
,	O
at	O
many	O
levels	O
of	O
the	O
marine	O
food	O
web	O
(	O
Fauchald	O
and	O
Jumars	O
,	O
1979	O
)	O
.	O

Orbiniids	O
and	O
Paraonids	O
are	O
intermediate	O
between	O
the	O
errantiate	O
and	O
sedentariate	O
groups	O
of	O
.	O
polychaetes	O
,	O
they	O
do	O
not	O
make	O
permanent	O
tubes	B-DISTRIBUTION_DESCRIPTOR
,	O
but	O
rather	O
are	O
active	O
burrowers	O
in	O
sand	O
to	O
sandy	B-DISTRIBUTION_DESCRIPTOR
mud	I-DISTRIBUTION_DESCRIPTOR
substrata	I-DISTRIBUTION_DESCRIPTOR
.	O
Most	O
authors	O
consider	O
the	O
orbiniids	O
to	O
be	O
non-	O
selective	O
deposit	O
feeders	O
which	O
ingest	O
particulate	O
organic	O
matter	O
,	O
as	O
well	O
as	O
sand	O
(	O
Uebelacker	O
and	O
Johnson	O
,	O
1984	O
)	O
.	O
Also	O
Paraonids	O
are	O
found	O
in	O
many	O
habitats	B-DISTRIBUTION_DESCRIPTOR
feeding	O

on	O
Foraminifera	O
,	O
diatoms	O
(	O
Fauchald	O
and	O
Jumars	O
,	O
1979	O
)	O
.	O

Hesionids	O
are	O
active	O
,	O
non	O
-	O
tubicolous	O
worms	O
common	O
in	O
shallow	B-DISTRIBUTION_DESCRIPTOR
water	I-DISTRIBUTION_DESCRIPTOR
and	O
on	O
