is	O
a	O
tube	O
-	O
building	O
,	O
spionid	O
polychaete	O
,	O
and	O
a	O
transient	O
member	O
of	O
the	O
present	O
sand	B-DISTRIBUTION_DESCRIPTOR
flat	I-DISTRIBUTION_DESCRIPTOR
.	O
In	O
summer	O
,	O
it	O
reaches	O
its	O
peak	O
numerical	O
density	O
and	O
is	O
the	O
most	O
dominant	O
infaunal	B-DISTRIBUTION_DESCRIPTOR
organism	O
(	O
Tamaki	O
&	O
Kikuchi	O
,	O
1983	O
;	O
Tamaki	O
,	O
1984a	O
)	O
.	O
The	O
maximum	O
body	B-BODY_SIZE
length	I-BODY_SIZE
is	I-BODY_SIZE
8	I-BODY_SIZE
mm	I-BODY_SIZE
.	O
This	O
species	O
collects	O
detritus	O
on	O
the	O
sediment	B-DISTRIBUTION_DESCRIPTOR
surface	I-DISTRIBUTION_DESCRIPTOR
with	O
its	O
palps	O
and	O
makes	O
a	O
dwelling	B-DISTRIBUTION_DESCRIPTOR
tube	I-DISTRIBUTION_DESCRIPTOR
that	O
protrudes	O
above	O
the	O
sediment	B-DISTRIBUTION_DESCRIPTOR
surface	I-DISTRIBUTION_DESCRIPTOR
.	O
It	O
is	O
basically	O
a	O
suspension	O
-	O
feeder	O
that	O
catches	O
suspended	O
food	O
including	O
benthic	B-DISTRIBUTION_DESCRIPTOR
larvae	B-LIFE_STAGE
(	O
Levin	O
,	O
198	O
1	O
;	O
Tamaki	O
,	O
1984a	O
)	O
but	O
it	O
also	O
deposit	O
-	O
feeds	O
.	O
Most	O
marine	B-DISTRIBUTION_DESCRIPTOR
fish	O
and	O
invertebrate	O
species	O
produce	O
free	B-LIFE_STAGE
and	I-LIFE_STAGE
small	I-LIFE_STAGE
early	I-LIFE_STAGE
-	O
stages	O
which	O
are	O
part	O
of	O
the	O
plankton	O
.	O
These	O
incompletely	O
developed	O
individuals	O
are	O
highly	O
vulnerable	O
to	O
unsuitable	O
conditions	O
like	O
starvation	O
and	O
environmental	O
variability	O
,	O
and	O
it	O
was	O
early	O
recognized	O
that	O
survival	O
during	O
these	O
stages	O
often	O
regulates	O
recruitment	O
and	O
adult	B-LIFE_STAGE
population	O
size	O
(	O
Cowan	O
and	O
Shaw	O
,	O
2002	O
,	O
Pineda	O
et	O
al	O
.	O
,	O
2007	O
)	O
.	O
Recruitment	O
theories	O
have	O
thus	O
focused	O
on	O
the	O
environmental	O
modulation	O
of	O
larval	B-LIFE_STAGE
survival	O
,	O
and	O
they	O
generally	O
assume	O
that	O
while	O
spawning	O
occurs	O
within	O
relatively	O
fixed	O
time	O
-	O
frames	O
along	O
the	O
year	O
cycle	O
,	O
hydrographic	O
conditions	O
and	O
plankton	O
production	O
show	O
higher	O
inter	O
-	O
annual	O
variability	O
.	O
The	O
three	O
species	O
exhibit	O
similar	B-DISTRIBUTION_DESCRIPTOR
behaviour	I-DISTRIBUTION_DESCRIPTOR
and	O
ecological	B-DISTRIBUTION_DESCRIPTOR
preferences	I-DISTRIBUTION_DESCRIPTOR
.	O
They	O
are	O
inhabitants	O
of	O
shallow	B-DISTRIBUTION_DESCRIPTOR
reef	I-DISTRIBUTION_DESCRIPTOR
areas	I-DISTRIBUTION_DESCRIPTOR
,	O
usually	O
encountered	O
in	O
less	O
than	O
10	O
m	O
depth	O
.	O
During	O
the	O
day	O
they	O
are	O
mainly	O
sedentary	O
,	O
frequently	O
seen	O
resting	O
on	O
the	O
bottom	O
under	O
rock	B-DISTRIBUTION_DESCRIPTOR
or	O
coral	B-DISTRIBUTION_DESCRIPTOR
outcrops	B-DISTRIBUTION_DESCRIPTOR
on	O
substrata	O
containing	O
substantial	O
amounts	O
of	O
sand	B-DISTRIBUTION_DESCRIPTOR
,	O
silt	B-DISTRIBUTION_DESCRIPTOR
,	O
mud	B-DISTRIBUTION_DESCRIPTOR
,	O
or	O
algae	B-DISTRIBUTION_DESCRIPTOR
.	O
Presumably	O
they	O
are	O
active	O
nocturnally	O
,	O
and	O
are	O
known	O
to	O
feed	O
on	O
small	O
invertebrates	O
,	O
particularly	O
gastropod	O
molluscs	O
and	O
crustaceans	O
.	O
A	O
bioturbation	O
classification	O
of	B-DISTRIBUTION_DESCRIPTOR
European	I-DISTRIBUTION_DESCRIPTOR
marine	I-DISTRIBUTION_DESCRIPTOR
infaunal	I-DISTRIBUTION_DESCRIPTOR
invertebrates	O
Ana	O
M.	O
Queiros1	O
,	O
Silvana	O
N.	O
R.	O
Birchenough2	O
,	O
Julie	O
Bremner2	O
,	O
Jasmin	O
A.	O
Godbold3	O
,	O
Ruth	O
E.	O
Parker2	O
,	O
Alicia	O
Romero	O
-	O
Ramirez4	O
,	O
Henning	O
Reiss5,6	O
,	O
Martin	O
Solan3	O
,	O
Paul	O
J.	O
Somerfield1	O
,	O
Carl	O
Van	O
Colen7	O
,	O
Gert	O
Van	O
Hoey8	O
&	O
Stephen	O
Widdicombe1	O
1Plymouth	O
Marine	O
Laboratory	O
,	O
Prospect	O
Place	O
,	O
The	O
Hoe	O
,	O
Plymouth	O
,	O
PL1	O
3DH	O
,	O
U.K.	O
2The	O
Centre	O
for	O
Environment	O
,	O
Fisheries	O
and	O
Aquaculture	O
Science	O
,	O
Pakefield	O
Road	O
,	O
Lowestoft	O
,	O
NR33	O
OHT	O
,	O
U.K.	O
3Department	O
of	O
Ocean	O
and	O
Earth	O
Science	O
,	O
National	O
Oceanography	O
Centre	O
,	O
University	O
of	O
Southampton	O
,	O
Waterfront	O
Campus	O
,	O
European	O
Way	O
,	O
Southampton	O
SO14	O
3ZH	O
,	O
U.K.	O
4EPOC	O
–	O
UMR5805	O
,	O
Universite	O
Bordeaux	O
1-	O
CNRS	O
,	O
Station	O
Marine	O
d’Arcachon	O
,	O
2	O
Rue	O
du	O
Professeur	O
Jolyet	O
,	O
Arcachon	O
33120	O
,	O
France	O
5Faculty	O
of	O
Biosciences	O
and	O
Aquaculture	O
,	O
University	O
of	O
Nordland	O
,	O
Postboks	O
1490	O
,	O
Bodø	O
8049	O
,	O
Norway	O
6Department	O
for	O
Marine	O
Research	O
,	O
Senckenberg	O
Gesellschaft	O
fu¨	O
r	O
Naturforschung	O
,	O
Su¨	O
dstrand	O
40	O
,	O
Wilhelmshaven	O
26382	O
,	O
Germany	O
7Marine	O
Biology	O
Research	O
Group	O
,	O
Ghent	O
University	O
,	O
Krijgslaan	O
281	O
/	O
S8	O
,	O
Ghent	O
9000	O
,	O
Belgium	O
8Bio	O
-	O
Environmental	O
Research	O
Group	O
,	O
Institute	O
for	O
Agriculture	O
and	O
Fisheries	O
Research	O
(	O
ILVO	O
-	O
Fisheries	O
)	O
,	O
Ankerstraat	O
1	O
,	O
Ostend	O
8400	O
,	O
Belgium	O
Keywords	O
Biodiversity	O
,	O
biogeochemical	O
,	O
ecosystem	O
function	O
,	O
functional	O
group	O
,	O
good	O
environmental	O
status	O
,	O
Marine	O
Strategy	O
Framework	O
Directive	O
,	O
process	O
,	O
trait	O
.	O
Correspondence	O
Ana	O
M.	O
Queiros	O
,	O
Plymouth	O
Marine	O
Laboratory	O
,	O
Prospect	O
Place	O
,	O
The	O
Hoe	O
,	O
Plymouth	O
PL1	O
3DH	O
,	O
U.K.	O
Tel	O
:	O
+44	O
1752	O
633	O
476	O
;	O
Fax	O
:	O
+44	O
1752	O
633	O
101	O
;	O
E	O
-	O
mail	O
:	O
anqu@pml.ac.uk	O
Funding	O
Information	O
Funding	O
was	O
supported	O
by	O
the	O
Western	O
Channel	O
Observatory	O
,	O
part	O
of	O
the	O
UK	O
Natural	O
Environmental	O
Research	O
Council	O
’s	O
National	O
Capability	O
(	O
Queiros	O
,	O
Somerfield	O
and	O
Widdicombe	O
)	O
,	O
the	O
Department	O
of	O
the	O
Environment	O
,	O
Food	O
and	O
Rural	O
Affairs	O
under	O
Science	O
-	O
Level	O
Agreement	O
SLA31	O
(	O
Birchenough	O
)	O
,	O
the	O
Conseil	O
Regional	O
d’Aquitaine	O
and	O
the	O
University	O
of	O
Bordeaux	O
1	O
(	O
Romero	O
-	O
Ramirez	O
)	O
,	O
and	O
the	O
Flemish	O
Fund	O
for	O
Scientific	O
Research	O
(	O
Van	O
Colen	O
)	O
.	O
Received	O
:	O
1	O
May	O
2013	O
;	O
Revised	O
:	O
6	O
August	O
2013	O
;	O
Accepted	O
:	O
12	O
August	O
2013	O
Ecology	O
and	O
Evolution	O
2013	O
;	O
3(11	O
):	O
3958	O
–	O
3985	O
doi	O
:	O
10.1002	O
/	O
ece3.769	O
Abstract	O
Bioturbation	O
,	O
the	O
biogenic	O
modification	O
of	O
sediments	O
through	O
particle	O
reworking	O
and	O
burrow	O
ventilation	O
,	O
is	O
a	O
key	O
mediator	O
of	O
many	O
important	O
geochemical	O
processes	O
in	O
marine	O
systems	O
.	O
In	O
situ	O
quantification	O
of	O
bioturbation	O
can	O
be	O
achieved	O
in	O
a	O
myriad	O
of	O
ways	O
,	O
requiring	O
expert	O
knowledge	O
,	O
technology	O
,	O
and	O
resources	O
not	O
always	O
available	O
,	O
and	O
not	O
feasible	O
in	O
some	O
settings	O
.	O
Where	O
dedicated	O
research	O
programmes	O
do	O
not	O
exist	O
,	O
a	O
practical	O
alternative	O
is	O
the	O
adoption	O
of	O
a	O
trait	O
-	O
based	O
approach	O
to	O
estimate	O
community	O
bioturbation	O
potential	O
(	O
BPc	O
)	O
.	O
This	O
index	O
can	O
be	O
calculated	O
from	O
inventories	O
of	O
species	O
,	O
abundance	O
and	O
biomass	O
data	O
(	O
routinely	O
available	O
for	O
many	O
systems	O
)	O
,	O
and	O
a	O
functional	O
classification	O
of	O
organism	O
traits	O
associated	O
with	O
sediment	O
mixing	O
(	O
less	O
available	O
)	O
.	O
Presently	O
,	O
however	O
,	O
there	O
is	O
no	O
agreed	O
standard	O
categorization	O
for	O
the	O
reworking	O
mode	O
and	O
mobility	O
of	O
benthic	B-DISTRIBUTION_DESCRIPTOR
species	O
.	O
Based	O
on	O
information	O
from	O
the	O
literature	O
and	O
expert	O
opinion	O
,	O
we	O
provide	O
a	O
functional	O
classification	O
for	O
1033	O
benthic	B-DISTRIBUTION_DESCRIPTOR
invertebrate	O
species	O
from	O
the	O
northwest	B-DISTRIBUTION_DESCRIPTOR
European	I-DISTRIBUTION_DESCRIPTOR
continental	I-DISTRIBUTION_DESCRIPTOR
shelf	I-DISTRIBUTION_DESCRIPTOR
,	O
as	O
a	O
tool	O
to	O
enable	O
the	O
standardized	O
calculation	O
of	O
BPc	O
in	O
the	O
region	O
.	O
Future	O
uses	O
of	O
this	O
classification	O
table	O
will	O
increase	O
the	O
comparability	O
and	O
utility	O
of	O
large	O
-	O
scale	O
assessments	O
of	O
ecosystem	O
processes	O
and	O
functioning	O
influenced	O
by	O
bioturbation	O
(	O
e.g.	O
,	O
to	O
support	O
legislation	O
)	O
.	O
The	O
key	O
strengths	O
,	O
assumptions	O
,	O
and	O
limitations	O
of	O
BPc	O
as	O
a	O
metric	O
are	O
critically	O
reviewed	O
,	O
offering	O
guidelines	O
for	O
its	O
calculation	O
and	O
application	O
.	O
Introduction	O
Marine	O
soft	O
-	O
sediment	O
habitats	B-DISTRIBUTION_DESCRIPTOR
represent	O
some	O
of	O
the	O
most	O
functionally	O
important	O
ecosystems	O
on	O
Earth	O
,	O
being	O
characterized	O
by	O
a	O
high	O
biomass	O
and	O
diversity	O
of	O
invertebrate	O
organisms	O
that	O
are	O
fundamental	O
to	O
the	O
mediation	O
of	O
a	O
wealth	O
of	O
goods	O
and	O
services	O
(	O
Lotze	O
et	O
al	O
.	O
2006	O
;	O
White	O
et	O
al	O
.	O
2010	O
;	O
Widdicombe	O
and	O
Somerfield	O
2012	O
)	O
.	O
Infaunal	B-DISTRIBUTION_DESCRIPTOR
inverte	O
-	O
brates	O
exhibit	O
significant	O
influence	O
over	O
benthic	B-DISTRIBUTION_DESCRIPTOR
sedimentary	O
geochemical	O
environments	O
in	O
soft	O
sediments	O
through	O
bioturbation	O
,	O
that	O
is	O
,	O
the	O
mixing	O
of	O
sediment	O
and	O
particulate	O
materials	O
carried	O
out	O
during	O
foraging	O
,	O
feeding	O
and	O
burrow	O
maintenance	O
activities	O
,	O
and	O
the	O
enhancement	O
of	O
pore	O
water	O
and	O
solute	O
advection	O
during	O
burrow	O
ventilation	O
(	O
Richter	O
1936	O
;	O
Rhoads	O
1974	O
;	O
Volkenborn	O
et	O
al	O
.	O
2010	O
)	O
.	O
These	O
processes	O
influence	O
oxygen	O
,	O
pH	O
and	O
redox	O
gradients	O
(	O
Stahl	O
et	O
al	O
.	O
2006	O
;	O
Pischedda	O
et	O
al	O
.	O
2008	O
;	O
Queiros	O
et	O
al	O
.	O
2011	O
)	O
,	O
metal	O
cycling	O
(	O
Teal	O
et	O
al	O
.	O
2009	O
)	O
,	O
sediment	O
granulometry	O
(	O
Montserrat	O
et	O
al	O
.	O
2009	O
)	O
,	O
pollutant	O
release	O
(	O
Gilbert	O
et	O
al	O
.	O
1994	O
)	O
,	O
macrofauna	O
diversity	O
(	O
Volkenborn	O
et	O
al	O
.	O
2007	O
)	O
,	O
bacterial	O
activity	O
and	O
composition	O
(	O
Mermillod	O
-	O
Blondin	O
and	O
Rosenberg	O
2006	O
;	O
Gilbertson	O
et	O
al	O
.	O
2012	O
)	O
,	O
and	O
ultimately	O
carbon	O
(	O
Kristensen	O
2001	O
)	O
and	O
nitrogen	O
cycling	O
(	O
Bertics	O
et	O
al	O
.	O
2010	O
)	O
.	O
Hence	O
,	O
in	O
light	O
of	O
anticipated	O
changes	O
to	O
marine	O
systems	O
associated	O
with	O
human	O
activity	O
(	O
Halpern	O
et	O
al	O
.	O
2008	O
;	O
Hoegh-	O
Guldberg	O
and	O
Bruno	O
2010	O
)	O
,	O
large	O
-	O
scale	O
assessments	O
of	O
bioturbation	O
can	O
contribute	O
to	O
a	O
better	O
understanding	O
of	O
how	O
of	O
ecosystem	O
functioning	O
is	O
mediated	O
by	O
biological	O
activity	O
.	O
Community	O
bioturbation	O
potential	O
(	O
BPc	O
)	O
is	O
a	O
metric	O
first	O
described	O
by	O
Solan	O
et	O
al	O
.	O
(	O
2004a	O
)	O
,	O
which	O
