-DOCSTART- -X- O O
Bleheratherina	O
pierucciae	O
is	O
described	O
from	O
Tontouta	O
(	O
26	O
°	O
56.9	O
’S	O
166	O
°	O
14’E	O
)	O
and	O
Pirogues	O
Rivers	O
,	O
New	O
Caledonia	O
.	O
The	O
new	O
species	O
has	O
been	O
compared	O
with	O
other	O
IndoPacific	O
atherinids	O
,	O
both	O
freshwater	B-Distribution_descriptor
and	O
marine	B-Distribution_descriptor
(	O
representatives	O
of	O
genera	O
Atherinason	O
,	O
Atherinomorus	O
,	O
Atherinosoma	O
,	O
Atherion	O
,	O
Craterocephalus	O
,	O
Hypoatherina	O
,	O
Kestratherina	O
,	O
Leptatherina	O
and	O
Stenatherina	O
)	O
and	O
an	O
atherionid	O
(	O
Atherion	O
)	O
.	O
Dyer	O
&	O
Chernoff	O
’s	O
(	O
1996	O
)	O
division	O
of	O
Atherinidae	O
into	O
three	O
subfamilies	O
has	O
been	O
briefly	O
reviewed	O
and	O
a	O
fourth	O
subfamily	O
,	O
Bleheratherininae	O
,	O
is	O
now	O
added	O
to	O
this	O
list	O
since	O
the	O
new	O
species	O
is	O
distinct	O
and	O
different	O
from	O
all	O
known	O
atherinids	O
.	O
Bleheratherina	O
pierucciae	O
can	O
be	O
immediately	O
recognised	O
by	O
the	O
unusual	O
structure	O
of	O
its	O
mouthparts	O
.	O
Other	O
distinct	O
osteological	O
characters	O
confirm	O
that	O
it	O
merits	O
a	O
subfamilial	O
status	O
.	O
The	O
evolutionary	O
history	O
of	O
this	O
new	O
species	O
must	O
have	O
commonality	O
with	O
the	O
Australian	O
coastal	B-Distribution_descriptor
and	O
marine	B-Distribution_descriptor
fishes	O
,	O
having	O
probably	O
been	O
derived	O
from	O
a	O
common	O
ancestor	O
likely	O
to	O
have	O
occurred	O
in	O
a	O
marine	B-Distribution_descriptor
environment	I-Distribution_descriptor
i.e.	O
Arafura	O
Sea	O
.	O
The	O
zoogeographic	O
events	O
,	O
which	O
led	O
to	O
the	O
separation	O
of	O
New	O
Caledonia	O
from	O
Australia	O
and	O
its	O
emergence	O
as	O
a	O
separate	O
island	O
,	O
post	O
Palaeocene	O
,	O
must	O
have	O
led	O
to	O
a	O
divergence	O
of	O
the	O
ancestral	O
fauna	B-Distribution_descriptor
which	O
invaded	O
the	O
freshwaters	B-Distribution_descriptor
of	O
New	O
Caledonia	O
.	O
The	O
marine	B-Distribution_descriptor
catfish	O
genus	O
Paraplotosus	O
Bleeker	O
is	O
reviewed	O
.	O
Three	O
species	O
are	O
recognised	O
:	O
P.	O
albilabris	O
(	O
Valenciennes	O
)	O
from	O
the	O
Indo	B-Distribution_descriptor
-	I-Distribution_descriptor
Australian	I-Distribution_descriptor
Archipelago	I-Distribution_descriptor
,	O
P.	O
muelleri	O
(	O
Klunzinger	O
)	O
from	O
north	B-Distribution_descriptor
-	I-Distribution_descriptor
western	I-Distribution_descriptor
Australia	I-Distribution_descriptor
and	O
adjacent	B-Distribution_descriptor
Northern	I-Distribution_descriptor
Territory	I-Distribution_descriptor
,	O
and	O
an	O
undescribed	O
species	O
from	O
northern	B-Distribution_descriptor
Australia	I-Distribution_descriptor
.	O
Paraplotosus	O
butleri	O
,	O
new	O
species	O
,	O
is	O
described	O
from	O
40	O
specimens	O
,	O
26	B-Body_size
-	I-Body_size
325	I-Body_size
mm	I-Body_size
SL	I-Body_size
,	O
collected	O
mainly	O
from	O
coastal	B-Distribution_descriptor
seas	I-Distribution_descriptor
of	O
northwestern	O
Australia	O
.	O
It	O
is	O
clearly	O
distinguishable	O
from	O
congeners	O
by	O
its	O
black	B-Distribution_descriptor
colouration	I-Distribution_descriptor
,	O
longer	O
dorsal	B-Distribution_descriptor
fin	I-Distribution_descriptor
,	O
longer	O
barbels	B-Distribution_descriptor
,	O
and	O
greater	O
number	O
oflowerlimb	B-Distribution_descriptor
gill	I-Distribution_descriptor
rakers	I-Distribution_descriptor
and	O
upper	O
procurrent	O
caudal	B-Distribution_descriptor
rays	I-Distribution_descriptor
.	O
Paraplotosus	O
muelleri	O
and	O
P.	O
albilabris	O
are	O
similar	O
in	O
appearance	O
and	O
habits	O
,	O
but	O
are	O
separable	O
on	O
the	O
basis	O
of	O
dorsal	B-Distribution_descriptor
fin	I-Distribution_descriptor
height	B-Life_stage
and	O
eye	B-Life_stage
size	I-Life_stage
,	O
which	O
are	O
invariably	O
greater	O
in	O
P.	O
muelleri	O
.	O
Newborn	B-Life_stage
young	I-Life_stage
measured	O
from	O
2	B-Body_size
to	I-Body_size
20	I-Body_size
mm	I-Body_size
in	O
length	B-Body_size
,	O
which	O
was	O
a	O
narrower	O
size	O
range	O
than	O
the	O
17	B-Body_size
-	I-Body_size
fold	I-Body_size
difference	O
that	O
occurred	O
in	O
adult	B-Body_size
size	I-Body_size
.	O
Newborn	B-Life_stage
body	B-Body_size
size	I-Body_size
had	O
no	O
relationship	O
to	O
adult	B-Life_stage
size	O
.	O
Both	O
eggs	B-Life_stage
and	O
young	B-Life_stage
were	O
larger	O
than	O
expected	O
among	O
marine	B-Distribution_descriptor
teleosts	O
,	O
even	O
when	O
considering	O
only	O
those	O
with	O
parental	O
care	O
,	O
but	O
brood	B-Body_size
size	I-Body_size
at	O
release	O
was	O
lower	O
than	O
expected	O
,	O
perhaps	O
because	O
the	O
young	B-Life_stage
were	O
more	O
developed	O
.	O
The	O
size	B-Body_size
of	O
adults	B-Life_stage
,	O
eggs	B-Life_stage

and	O
young	B-Life_stage
increased	O
with	O
increasing	O
latitude	O
,	O
although	O
brood	B-Body_size
size	I-Body_size
did	O
not	O
.	O
Considerable	O
research	O
is	O
needed	O
to	O
advance	O
seahorse	O
conservation	O
and	O
management	O
,	O
including	O
(	O
a	O
)	O
fisheriesdependent	O
and	O
fisheries	O
-	O
independent	O
abundance	O
estimates	O
,	O
(	O
b	O
)	O
age-	O
or	O
stage	O
-	O
based	O
natural	O
and	O
fishing	O
mortalities	O
,	O
(	O
c	O
)	O
growth	O
rates	O
and	O
age	O
at	O
first	O
maturity	O
,	O
and	O
(	O
d	O
)	O
intrinsic	O
rates	O
of	O
increase	O
and	O
age-	O
or	O
size	O
-	O
specific	O
reproductive	O
output	O
.	O
Current	O
data	O
confirm	O
that	O
seahorses	O
are	O
likely	O
to	O
be	O
vulnerable	O
to	O
high	O
levels	O
of	O
exploitation	O
With	O
maximum	B-Body_size
sizes	I-Body_size
of	O
over	B-Body_size
100	I-Body_size
kg	I-Body_size
(	O
DeVries	O
1998	O
;	O
Kock	O
and	O
Everson	O
1998	O
)	O
,	O
the	O
